property_size,number_of_bedrooms,number_of_bathrooms,price
-0.1891203907770335,-1.3303136257389898,0.9216501119244593,-88.77868154170247
-0.6533292325737119,-0.4749453111609562,1.7654542402810969,-63.27324050881033
-0.22485598180807856,0.07685188295876821,-0.6500025808234597,-23.684768204477464
0.5705986685931593,-0.6626237589458467,-0.7632591565425169,-7.445265740075282
0.3278795241593574,-0.12545426000290022,0.08589300629333041,-0.7798033581821393
-0.033126972873797095,-0.7309300399419191,1.7945578635177877,-48.279378190788556
-0.5767713305683327,-0.9075636620415979,0.755391225825756,-128.72134594238568
-0.46440426230938764,-0.9811655311396816,0.4620608932518965,-126.11873400884366
1.0035328978920242,-0.07201012158033385,0.36163602504763415,126.87542419930331
0.06447441481012024,0.4865016438262019,-1.9754665663538713,-0.8647678292253165
-0.7449026448064491,-0.16306696394376388,-0.6751782749743815,-106.7275242884832
0.8128621188389601,0.30729952087660933,0.6296288419236122,107.6168810944371
1.0470983026121545,0.22445181855997204,1.6839276914578687,124.58425855899415
0.2801611588196068,-0.02640575695892703,-0.8096035199216461,14.992676806323882
-0.6568942789713957,1.2004139079444254,-1.0469109826819396,-41.04113369234318
0.024510174258942714,-0.7730097838554665,0.49799829124544975,-58.092545223539375
2.1451491277733883,-0.8353470532597573,-1.1875984190295128,135.80769687995956
-0.8463159774657358,1.2637066776546686,0.543479378670093,-6.8228750988181375
2.98525900260341,0.17521141890851205,0.3674816654743044,289.46981540651416
-0.18289644110484016,-0.7280029412291344,1.3748764191481848,-65.26691293110589
0.1848361236948739,0.4933179008808892,-0.8583577801812136,40.20683597067908
-0.32138584165299344,-0.8254971967925115,0.41293145427562433,-133.43746590256856
2.0740826697499735,0.23924686411114954,-0.9193845915864234,201.22952304144295
-0.8571575564162826,0.6256673477650062,-1.0708924980611123,-37.74233264691621
1.5327389130025777,0.5193465142411723,-0.1087601484568576,167.79859658587503
0.822544912103189,-1.0577109289559004,-1.2208436499710222,-16.824890619586526
0.21329370737293857,-1.8936146669537857,0.0012054753622242368,-109.96672138085354
-0.23052462518025083,-0.7179188907476018,1.1797252083607102,-27.52686101564082
-0.2646568332379561,1.4535340771573169,2.720169166589619,127.8718505049466
0.975816719344709,-0.2950899142379063,0.9184544439424138,119.30274557421916
-1.4153707420504142,-0.23458713337514692,-0.42064532276535904,-130.19725874883903
1.5774532797634744,0.24938368371075526,-0.0952955323869521,197.21575029514602
0.742095372009307,-0.6057149230033384,0.2992925804064919,20.20617812041828
1.2179591523055584,0.22054142701386686,-0.513196364513396,154.63577275066703
1.9870611116994412,-0.8798143535020543,-0.5309708978119645,122.049545234661
-0.30372602877666466,-0.6581164890752567,-1.345870923473215,-145.59746442732092
1.4033699701251907,-0.8610879101735704,0.6979032725390276,88.08894374811659
-1.5255251709247388,-1.0700847663261526,-0.6919080698812444,-233.95782393823458
-1.2257656630023412,1.5739867632900328,-1.4643748802098202,-48.12397848559124
1.8820244964750337,0.4714683571359957,1.3454200461549777,269.5039709884129
-1.879924385139045,-1.5859833122379583,1.8709651753717822,-242.50404581432767
0.21539650545628794,0.7682072166317373,0.5082686396745896,73.92947930147659
-0.8848027140269009,-0.4432822511915103,-0.172946059923423,-139.660690733396
0.6453759495851475,0.9715709509543554,1.3686315575323487,197.25141046336708
0.24333944932269183,-0.045586016355497805,-0.24123605785632987,28.838173996664526
0.6969544045107356,-0.29548031802916036,-0.33381948975600995,0.10107965875349834
-0.78489831308224,0.014688194729197093,0.648280433843859,-23.760137801146826
-0.7188323876087304,1.2958717818630143,0.7450053128772811,58.138749069973
0.8141517621182666,1.8325570434792018,0.48206672733538614,246.26424864843864
0.42719436187168486,0.9694572005267368,-0.646227309843803,88.47523122370387
1.2361307218062179,0.9653974845911707,0.08865759096143744,210.5011295933758
0.28872366282502326,0.7324921027798023,-1.6548874362282961,17.151500590451874
-1.1958830620351844,0.3946715298229811,0.4446026682201407,-71.72325726390696
-2.0417348684242906,0.20838280794755248,-0.24717738252059693,-177.02838385888873
-0.7128457826771644,-0.543424771133765,0.10643022769189683,-75.2882433863823
0.6337768809320985,0.3098207102270275,0.41379909745149823,104.79057914557643
-0.39210815313215763,-0.3276621465977682,-1.4635149481321186,-107.13277345762606
-0.8323555731042287,-0.5707462937494763,0.4714155563864041,-122.36486981282394
-1.5558956462036273,0.2337859117907477,0.33088023221445706,-127.32737070551816
3.0788808084552377,0.3112501545435361,1.1195749114345768,343.8743940030834
0.8968393158655319,1.6122206282554243,-0.2685306479058323,226.22615221004946
1.5795721457307124,1.453384477117701,-0.5228600271532683,274.9531935986114
-0.6095122021592831,-0.30522470435466764,-0.186971302985446,-100.98129412346711
0.26105527217988933,0.29612027706457605,0.00511345664246089,56.77530375637876
1.5337277099164992,-0.6292633936927887,-0.5358014630522978,64.29234085544248
0.49097495163825133,1.6073455760199926,0.7348777860498175,210.9011092474908
1.1873860515647512,0.985729995679863,2.589563642018614,300.3095973409187
-0.2176812032272203,-0.20219265243389406,1.09877685198719,-18.91961330283314
-1.3353443587101013,0.17770100093325383,0.3801978510059632,-68.88718163860383
0.29219272832637316,-0.6677795564688862,-0.1873290184063747,-23.613016909670698
-0.57581824064468,-0.5305011476105275,-0.275051697151644,-107.43090421040374
0.5219415656168976,-1.3204566130842763,0.29698467323318606,-61.66853723223255
-0.9093874547947389,0.7910319470430469,1.4027943109360992,46.21638429092737
-0.03703679704841202,-0.6117690909052854,-0.42930222451725997,-94.66146972736642
-0.06418817710849775,-0.19469729611668168,0.09175248444837286,-53.660591800285076
-0.36361221221385587,0.1503017614618776,-0.056945623721067457,-31.370731060077162
1.3175975356079597,0.1684609762696143,-1.0065425652796411,112.00727246382516
1.173473857485325,0.6628812686674127,0.18102155870370695,164.63253227283477
-0.01926037973439464,0.7846042878980238,-0.2628908292082677,40.92452098989412
0.12267031599479553,-0.9533286082587124,1.6246784584695606,-34.227258350259405
-0.6004235657387051,1.4196030045136372,-1.8665399513606162,-19.47782202423191
-0.6176518954343502,0.1973157074055956,-0.31607285602704976,-45.24609012777336
0.8108082731597821,-0.1343087414705478,0.793488720552213,109.44416671527338
-0.9746816702273214,0.6565536086338297,0.787084603742452,-13.121169972840134
-0.17018462252492844,-0.0033744574109520514,-0.4532280493272752,-7.980321264957585
-2.7475048427252347,0.45768658605355206,-0.4997301761516306,-250.77107627880108
-0.01941960588773261,-0.3493167961181975,-0.30317978283427544,-30.549302676936612
-0.5642475986573886,2.5581992856682523,0.18455130319703697,181.4306786328679
0.46217266608194285,-1.5981243518837476,2.0243096232868525,-52.72973629308171
-0.32034730819432017,-0.48388583405432156,0.4241659464019164,-34.381575488180744
-0.19102776260016902,-2.5623336587953105,2.412615421612916,-145.99834932697348
-0.6097829043193822,1.196631486645651,-0.1340171666729177,12.246367361358576
0.08199555641356042,-0.7341737987784958,0.4572804046152411,-26.916193251898616
-0.4561208274741882,-1.2961166642498945,0.18142662011397137,-198.0380467025456
-1.4400508825942944,-1.0962750868952018,1.5945050632249722,-206.65795843338057
-0.5227230205190395,-0.18490213644298903,1.0490092258368893,-81.60961919593288
0.5488838353173644,0.547264797377967,-0.25495579355369785,109.40906222337924
